name;description;website;image_url;source_page;market;type;Location;Greater Stockholm Y/N
Narratory;Narratory demokratiserar social AI genom att göra det möjligt att bygga bättre chatbots till lägre kostnad. Företaget erbjuder en professionell bot-builder för konversationsdesigners som kombinerar ledande dialogforskning med grafisk blockprogrammering. Resultatet är ett intuitivt och kraftfullt verktyg där användare kan skapa bots med inbyggd Natural Language Understanding som verkligen förstår användare. Narratory stödjer intents, entiteter av olika typer och realtidsuppdaterade session-entiteter direkt ur lådan. Plattformen stöder flera kanaler i både text och röst och erbjuder avancerade funktioner som mixed initiative/turn-taking, dynamisk felhantering, villkorsstyrda turns och outputs samt rich entity support på många språk. Användare kan enkelt svara på frågor utanför domänen innan de återgår till botens narrativ, eller låta användaren ändra dialogens riktning. Kunder beskriver att bygga bots med Narratory är beroendeframkallande och belönande eftersom man kan testa direkt utan utvecklare.;https://narratory.io;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471418/recKYRWl9mnakPDJB.webp;https://www.ai-startups-europe.eu/p13?country%5B%5D=4000642;B2B, B2C, enterprise software;artificial intelligence, natural language processing, saas;Stockholm, Sweden;Yes
AI-BOB;AI-BOB är en AI-copilot för byggbranschen som hjälper fastighetsbyggare undvika kostsamma byggfel genom automatiserad kvalitetskontroll mot byggregler. Företaget grundades av Elin Mårtensson efter år inom fastighetsutveckling där hon såg hur Sverige årligen förlorar 100 miljarder kronor på byggfel - motsvarande 50 000 bostäder eller hela försvarsbudgeten. Globalt rör det sig om biljoner och enorma mängder undvikbart avfall. AI-BOB integreras direkt i designverktygen och ger realtidsvägledning utan PDF-export eller gissningar, vilket gör att fel upptäcks tidigt i designfasen. Lösningen bygger på samarbete mellan ingenjörer, regelexperter och produktutvecklare för att skapa ett naturligt arbetsflöde som gör byggnation smartare, snabbare och mindre resursslösande.;https://aibob.io/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472070/reclGDeiD7V4ioDiw.webp;https://www.ai-startups-europe.eu/?country%5B%5D=4000642;B2B, construction;artificial intelligence;Stockholm, Sweden;Yes
AlgoDx;AlgoDx är ett precisionsmedicinskt företag som utvecklar maskininlärningsbaserade kliniska beslutsstöd med särskilt fokus på sepsishantering. Företagets prediktiva analyslösningar används över hela vårdkedjan från akutmottagning till intensivvård för att förbättra patientutfall och minska vårdkostnader. AlgoDx teknologi besvarar tre kritiska medicinska frågor: hur patientens nuläge ser ut, hur situationen kommer utvecklas, och vad som kan göras för att förbättra patientens utfall. Företaget samarbetar med framstående vårdgivare och institutioner som Södersjukhuset, Skånes universitetssjukhus, Mayo Clinic, Philips Healthcare och Uppsala universitet. Genom att kombinera realtidsdata med avancerade algoritmer möjliggör AlgoDx snabbare och mer träffsäkra behandlingsbeslut i tidskritiska situationer.;https://algodx.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471180/recCW1o6gcKJPsl1w.webp;https://www.ai-startups-europe.eu/?country%5B%5D=4000642;B2B, health;machine learning;Stockholm, Sweden;Yes
Akuret;Akuret utvecklar AI-lösningar för dagligvaruhandeln som identifierar och åtgärdar förlorade försäljningsmöjligheter genom att upptäcka dataavvikelser i lagerdata och försäljning. Systemet analyserar anomalier i operativt sammanhang med hänsyn till produktplacering, lagernivåer och historisk försäljning, och levererar sedan handlingsbara insikter med ett sömlöst arbetsflöde från identifiering till lösning. Företaget grundades för att hjälpa butiker uppnå korrekt lagerdata och hög hyllillgänglighet så att butiksanställda kan fokusera på kunder istället för manuella lagerinventeringar. Lösningen integreras enkelt med alla ERP/POS-system och ger resultat inom dagar, med detaljerade grundorsaksanalyser inom några veckor. Typiska resultat inkluderar 80% minskning av negativa kundrecensioner relaterade till produkttillgänglighet, 3x ROI och 25% tidsbesparingar för butikspersonal.;https://www.akuretsolutions.com/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472251/rectA1IVufrwZtyna.webp;https://www.ai-startups-europe.eu/?country%5B%5D=4000642;B2B, ecommerce;artificial intelligence, big data, saas;Stockholm, Sweden;Yes
Alteruna AB;Alteruna tillhandahåller en molnbaserad multiplayer-plattform för spelutvecklare som förenklar utveckling och driftsättning av realtidsspel och simuleringar. Företaget erbjuder en komplett utvecklingsmiljö för Unity med gratis SDK som eliminerar komplex nätverkskodning, inklusive funktioner som textchatt, fysiksynkronisering, cross-platform-stöd för XR, och input lag-kompensation. Plattformen har testats med simuleringar av 5000 klienter och bibehåller låg CPU-användning (32,5%) även vid hög belastning. Alteruna stöder över 50 000 månatliga användare i projekt som EarthQuest VR och erbjuder transparenta prismodeller med obegränsat antal samtidiga användare. Företaget tillhandahåller både dedikerade spelservrar för kompetitiva spel och multi-app relay-servrar för utbildningsmiljöer. Lösningen används av indieutvecklare och större studios med flexibla hostingalternativ och förbetalda trafikpaket.;https://www.alteruna.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471595/recRqdAfcztY2rWbs.webp;https://www.ai-startups-europe.eu/?country%5B%5D=4000642;B2B, B2C, gaming, edtech & e-learning;saas;Stockholm, Sweden;Yes
Krea Technology AB;Krea är en marknadsplats för företagsfinansiering som hjälper svenska småföretag hitta rätt lån och finansieringslösningar med bättre villkor. Grundat 2018 med visionen att göra marknaden för företagslån mer transparent, låter Krea över 30 banker och långivare konkurrera om varje företags finansieringsbehov genom en enda ansökan. Företaget använder AI och data från över 20 000 tidigare kunder för att optimera ansökningar och ge rekommendationer om hur företag kan få bäst villkor. Krea har hjälpt företag med totalt 2,7 miljarder kronor i finansiering. Tjänsten erbjuder personliga kreditrådgivare, räntegaranti och stöd genom hela finansieringsprocessen. Plattformen täcker företagslån, företagsleasing, factoring, företagskredit och fastighetslån mellan 10 000 och 30 miljoner kronor. Krea är registrerat hos Finansinspektionen.;https://krea.se;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471470/recMZgMemMgb0GAeI.webp;https://www.ai-startups-europe.eu/p10?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, saas;Stockholm, Sweden;Yes
Indivd;We provide retailers, malls, airports, and communities with superior, anonymized insights into visitor behavior through advanced AI technology;https://www.indivd.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471661/recV92QEHg24qVLaR.webp;https://www.ai-startups-europe.eu/p10?country%5B%5D=4000642;B2B;artificial intelligence;Stockholm, Sweden;Yes
IPercept Technology;IPercept Technology erbjuder plug-and-play-lösningar för automatiserad diagnostik och tillståndsövervakning av industriella maskiner. Företagets teknik hjälper tillverkande företag att fatta datadrivna beslut för bättre och mer hållbar maskinanvändning. Genom att samla in och analysera driftsdata i realtid kan IPercept förutse underhållsbehov, optimera produktionseffektivitet och minska oplanerade stillestånd. Lösningen ger insikter som möjliggör faktabaserade beslut istället för gissningar, vilket är en nyckelfaktor för konkurrenskraftig produktion. IPercept används av stora industriföretag som Scania Group för att förbättra sin globala industriella utveckling.;https://www.ipercept.io;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4470944/rec1ppwmnwTZl0WcU.webp;https://www.ai-startups-europe.eu/p10?country%5B%5D=4000642;B2B, health;deep tech;Stockholm, Sweden;Yes
Kairos Logic AB;Kairos Logic optimerar lagerverksamhet genom att använda artificiell intelligens för att förbättra plockrundor i WMS-system. Företagets insticksprogram kopplas enkelt till befintliga WMS/ERP-system oavsett leverantör, utan att påverka invanda gränssnitt eller arbetsflöden. Genom att använda en digital spegelbild av lagret och optimera alla plockrundor i realtid säkerställer Kairos Logic att varje plockrunda utförs snabbare och på kortare distanser. Detta resulterar i ökad produktivitet, högre leveransprecision, minskad stress för personalen, reducerad energikonsumtion och lägre slitage på utrustning. Lösningen hjälper företag att säkra att kunden får rätt varor i rätt tid samtidigt som effektiviteten maximeras redan från start.;https://www.kairoslogic.se;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471831/recbvMF6QfGmqTgR4.webp;https://www.ai-startups-europe.eu/p10?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence;Stockholm, Sweden;Yes
Klicka AI;Klicka AI utvecklar nästa generation av produktivitetsverktyg genom att bygga AI-modeller som automatiserar mänskligt arbete på datorer. Företaget har skapat världens första plattform som hjälper alla anställda i företag att automatisera datorarbete utan att kompromissa med datasäkerheten. Genom UI-agenter (användargränssnittsagenter) kan även icke-tekniska medarbetare automatisera komplexa arbetsflöden på några minuter istället för veckor, och till en bråkdel av kostnaden jämfört med traditionella RPA-verktyg. Att bygga automationer med UI-agenter är lika naturligt som att ge instruktioner till kollegor - inga tekniska färdigheter krävs. Klicka AI bedriver omfattande AI-forskning och positionerar automationsverktyg som lika essentiella som Word och Excel i moderna företag.;https://www.klicka.ai;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471477/recN4E3CaP4iqhhWY.webp;https://www.ai-startups-europe.eu/p10?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, saas;Stockholm, Sweden;Yes
Labelf.AI;Labelf är ett no-code verktyg för textklassificering som gör det möjligt för användare att träna AI-modeller utan etiketterad data på under en timme. Företaget erbjuder en plattform för att analysera och förstå kundinteraktioner genom AI, med fokus på att ge realtidsinsikter via interaktiva dashboards för snabb beslutsfattning. Labelf hjälper företag att effektivisera analys, förbättra noggrannhet och maximera transparens i kundkommunikation. Lösningen inkluderar automatisering av kundsupport med intelligent svarsgenerering som säkerställer snabb serviceleverans. Företag som använder Labelf rapporterar att de sparar flera minuter per ärende, vilket frigör tid för att fokusera mer på kundinteraktion istället för dataanalys. Plattformen möjliggör både självbetjäning och skräddarsydda AI-lösningar.;https://labelf.ai;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472052/reckQnxMc6C6WPSea.webp;https://www.ai-startups-europe.eu/p11?country%5B%5D=4000642;B2B, B2C, enterprise software;artificial intelligence, saas;Stockholm, Sweden;Yes
Layke Analytics;Layke Analytics tillhandahåller en API-lösning för intelligent screening och matchning inom HR och rekrytering. Företagets teknik använder AI för att förbättra urvals- och matchningsprocesser mellan kandidater och positioner. Genom avancerad dataanalys och maskininlärning kan Layke Analytics automatisera och optimera stora delar av rekryteringsprocessen, vilket sparar tid och förbättrar kvaliteten på matchningar. Lösningen är särskilt användbar för företag som hanterar stora volymer av ansökningar och behöver effektiva verktyg för att identifiera rätt talanger.;https://laykeanalytics.com/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471525/recOhCi7PzUSjoZ2r.webp;https://www.ai-startups-europe.eu/p11?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, machine learning, big data;Stockholm, Sweden;Yes
